Object                  Class  Epo  Mult M11    M11_s Grt     Grt_s  BV     BVs    BVd    VR     VRs    VRd    RI     RIs    RId   VJ     VJs    VJd    JH     JHs    JHd    HK     HKs    HKd      
84719-2002VR128         Res-3:2   3   1  4.989  0.030 23.288  2.107  0.935  0.030  0.005  0.605  0.021  0.005 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Mom+12 nodate ThermalIR tel=H hmag=5.58 0.37 emi=0.9 - diam=448.5 -43.2 +42.1 pV=0.052 -0.018 +0.027 fixeta=1.2 -0.35 +0.35 
84922-2003VS2           Res-3:2   3   1  3.818  0.030 21.706  2.057  0.930  0.020  0.000  0.590  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Mom+12 nodate ThermalIR tel=S+H hmag=4.11 0.38 emi=0.9 - diam=523 -34.4 +35.1 pV=0.147 -0.043 +0.063 freeta=1.57 -0.23 +0.3 
#                        Pei+12 g SPECTRUM=Water ice 
85627-1998HP151         Class-c   1   1 ------ ------ 25.429  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
85633-1998KR65          Class-c   4   1  6.598  0.206 30.583  2.821  1.095  0.080  0.070  0.628  0.066  0.043  0.790  0.081  0.050 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
86047-1999OY3           Class-h   5   1  6.398  0.147 -3.527  2.148  0.726  0.037  0.018  0.345  0.046  0.031  0.277  0.076  0.049 ------ ------ ------ -0.380  0.256  0.000 ------ ------ ------
#                      - RB07 FAMILY=2003EL61 Visible and IR colors of strong water ice 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE=
#
86177-1999RY215         Class-h   4   1  7.432  0.077  3.838  3.476  0.719  0.123  0.078  0.358  0.090  0.000  0.631  0.185  0.163 ------ ------ ------  0.470  0.286  0.000 ------ ------ ------
#                      - Ful+08 TAXO=BR 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE=
#                        Vil+14 nodate ThermalIR tel=H hmag=7.235 0.093 emi=0.9 - diam=263 -37 +29 pV=0.0388 -0.0065 +0.0122 fixeta=1.2 -0.35 +0.35 
87269-2000OO67          Scatter   3   1  9.035  0.155 26.481  2.592  1.080  0.092  0.000  0.654  0.081  0.041  0.593  0.055  0.027 ------ ------ ------ ------ ------ ------ ------ ------ ------
87555-2000QB243         Scatter   6   1  8.444  0.129  5.554  5.948  0.763  0.086  0.008  0.383  0.083  0.026  0.729  0.198  0.170  1.480  0.108  0.007  0.592  0.152  0.068 ------ ------ ------
#                      - Ful+08 TAXO=U 
88269-2001KF77          Centaur   1   1 10.024  0.020 37.354  1.301  1.080  0.040  0.000  0.730  0.010  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
88611-Teharonhia        Class-c   2   2 ------ ------  5.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC nodate 2001 QT297 
#                        Vil+14 nodate ThermalIR tel=S+H hmag=6 0.13 emi=0.9 - diam=220 -44 +41 pV=0.145 -0.045 +0.086 freeta=1.08 -0.28 +0.3 
#
88611-Teharonhia+B      Class-c   1   2 ------ ------  4.612  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
90377-Sedna             Detachd   9   1  1.118  0.058 35.348  2.475  1.179  0.069  0.044  0.739  0.047  0.027  0.654  0.068  0.013  2.320  0.060  0.000  0.388  0.138  0.056  0.050  0.314  0.000
#                      - BAR+05 MODELING=intimate mixture Triton tholin+amorphous carbon+N2+CH3OH+CH4 contaminated by small inclusions of Titan tholin RANGE=(0.49-2.5)mu SCATTERING=Shkuratov SPECTRO=CH4 TAXO=RR 
#                        Ful+08 TAXO=RR 
#                        MPC nodate 2003 VB12 
#                        Pal+12, nodate ThermalIR tel=H hmag=1.83 0.05 emi=0.9 - diam=990 -95 +95 pV=0.336 -0.072 +0.072 freeta=0.95 -0.43 +0.43 using a Thermophysical model 
#                        Pei+12 l SPECTRUM=Methane 
90482-Orcus             Res-3:2  12   2  2.000  0.053  2.486  1.520  0.670  0.034  0.014  0.376  0.027  0.004  0.372  0.038  0.015  1.070  0.042  0.000  0.130  0.057  0.025  0.022  0.073  0.052
#                      - For+13 bulk density for A+B density=1.53+0.15-0.13 
#                        For+13 nodate ThermalIR tel=S+H hmag=2.31 0.03 emi=0.9 - diam=958.4 -22.9 +22.9 pV=0.231 -0.011 +0.018 freeta=0.97 -0.02 +0.05 Includes SPIRE 
#                        Ful+08 TAXO=BB 
#                        MPC nodate 2004 DW 
#                        Pei+12 m SPECTRUM=Methane 
90568-2004GV9           Class-h   4   1  3.781  0.030 19.705  1.028  0.895  0.061  0.054  0.520  0.020  0.000 ------ ------ ------  1.570  0.058  0.000  0.340  0.094  0.000  0.140  0.094  0.000
#                      - Pei+12 h SPECTRUM=Featureless 
#                        Rab+08 BETA=0.127 0.011 
#                        Vil+12 nodate ThermalIR tel=S+H hmag=4.23 0.1 emi=0.9 - diam=680 -34 +34 pV=0.077 -0.0077 +0.0084 freeta=1.93 -0.07 +0.09 
91133-1998HK151         Res-3:2   6   1  6.933  0.075  9.775  2.589  0.645  0.121  0.101  0.520  0.062  0.033  0.390  0.061  0.017  1.570  0.092  0.000 ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=BR 
#
91205-1998US43          Res-3:2   2   1  7.856  0.078  4.463  3.403  0.691  0.102  0.000  0.446  0.095  0.000  0.347  0.094  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=BR 
91554-1999RZ215         Scatter   1   1  8.073  0.079 19.081  3.401  0.771  0.097  0.000  0.575  0.090  0.000  0.539  0.091  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=IR-RR 
95626-2002GZ32          Centaur  19   1  6.713  0.156 16.992  2.947  0.674  0.043  0.029  0.576  0.054  0.041  0.538  0.067  0.057 ------ ------ ------  0.442  0.113  0.080 ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S+H hmag=7.37 0.1 emi=0.9 - diam=237 -8 +8 pV=0.037 -0.004 +0.004 freeta=0.97 -0.07 +0.05 
#                        Ful+08 TAXO=BR 
99328-2001UY123         JTrojan   1   1 12.598  0.103 12.496  2.292  0.890  0.058  0.000  0.537  0.056  0.000  0.434  0.084  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
105685-2000SC51         JTrojan   1   1 12.693  0.097  8.131  2.099  1.016  0.055  0.000  0.444  0.059  0.000  0.452  0.081  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
111113-2001VK85         JTrojan   1   1 12.618  0.086 13.245  1.864  0.822  0.063  0.000  0.462  0.048  0.000  0.558  0.069  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
118228-1996TQ66         Res-3:2   7   1  7.251  0.195 38.250  4.976  1.186  0.118  0.030  0.670  0.096  0.034  0.746  0.113  0.005  2.435  0.128  0.009 ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
118379-1999HC12         Class-h   3   1  7.850  0.125 12.620  6.899  0.894  0.163  0.000  0.490  0.138  0.000  0.343  0.125  0.000 ------ ------ ------  0.490  0.298  0.000 ------ ------ ------
#                      - Ful+08 TAXO=BR 
118702-2000OM67         Detachd   1   1  7.078  0.030 14.444  1.982  0.820  0.057  0.000  0.470  0.040  0.000  0.590  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
119068-2001KC77         Reson.    1   1  6.817  0.030 18.607  1.301  0.910  0.010  0.000  0.560  0.010  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 2:5 
#
119070-2001KP77         Reson.    1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------  0.370  0.235  0.000 ------ ------ ------
#                      - Ful+08 TAXO=IR 
#                        MPC08 Resonant 4:7 
119315-2001SQ73         Centaur   2   1  8.900  0.030  8.875  1.301  0.670  0.020  0.000  0.460  0.010  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S hmag=9.15 0.11 emi=0.9 - diam=90 -20 +23 pV=0.048 -0.018 +0.03 fixeta=1.2 -0.35 +0.35 
119951-2002KX14         Class-c   6   1  4.345  0.039 25.903  1.567  1.050  0.038  0.020  0.607  0.020  0.003 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Pei+12 h SPECTRUM=Featureless 
#                        Vil+12 nodate ThermalIR tel=S+H hmag=4.86 0.1 emi=0.9 - diam=455 -27 +27 pV=0.097 -0.013 +0.014 freeta=1.79 -0.15 +0.16 
119976-2002VR130        Centaur   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S hmag=11.26 0.39 emi=0.9 - diam=24.4 -4.6 +5.4 pV=0.093 -0.036 +0.066 fixeta=1.2 -0.35 +0.35 
119979-2002WC19         Reson.    3   2  4.204  0.050 27.307  2.636  1.040  0.050  0.000  0.630  0.040  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Lel+13 nodate ThermalIR tel=S+H hmag=4.88 0.07 emi=0.9 - diam=348 -45 +45 pV=0.167 -0.037 +0.052 freeta=1.12 -0.17 +0.16 
#                        MPC08 Resonant 1:2 
#
120061-2003CO1          Centaur  17   1  8.993  0.086 10.850  2.221  0.743  0.039  0.003  0.472  0.036  0.007  0.494  0.080  0.036 ------ ------ ------  0.326  0.091  0.041 ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S+H hmag=9.07 0.05 emi=0.9 - diam=94 -5 +5 pV=0.049 -0.006 +0.005 freeta=1.23 -0.11 +0.12 
120132-2003FY128        Detachd   7   1  4.463  0.043 21.977  2.531  1.021  0.042  0.030  0.614  0.039  0.010  0.540  0.076  0.025  1.640  0.058  0.000  0.360  0.078  0.000  0.110  0.085  0.000
#                      - Pei+12 g SPECTRUM=Water ice 
#                        SaS+12 nodate ThermalIR tel=S+H hmag=5.09 0.09 emi=0.9 - diam=460 -21 +21 pV=0.079 -0.01 +0.01 freeta=1.07 -0.08 +0.08 
120178-2003OP32         Class-h   6   1  3.750  0.083  0.506  2.059  0.662  0.057  0.015  0.375  0.044  0.007  0.305  0.078  0.029 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Rab+08 BETA=0.040 0.022 
#                        Rab+08 FAMILY=2003EL61 
#                        RB07 FAMILY=2003EL61 SPECTRUM=Strong water ice 
120181-2003UR292        Class-h   3   1  7.115  0.097 26.521 11.645  1.025  0.091  0.015  0.635  0.126  0.105 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=H hmag=7.4 0.4 emi=0.9 - diam=136 -26 +16 pV=0.105 -0.033 +0.081 fixeta=1.2 -0.35 +0.35 
120216-2004EW95         Res-3:2   6   1  6.301  0.056 -0.713  2.407  0.693  0.037  0.005  0.375  0.033  0.010  0.215  0.090  0.055 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Mom+12 nodate ThermalIR tel=H hmag=6.69 0.35 emi=0.9 - diam=291.1 -25.9 +20.3 pV=0.044 -0.015 +0.021 fixeta=1.2 -0.35 +0.35 
#
120347-Salacia          Class-h   6   2  4.005  0.100  6.370  2.013  0.664  0.098  0.072  0.403  0.061  0.012  0.433  0.118  0.036 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - For+13 bulk density for A+B density=1.29+0.29-0.23 
#                        For+13 nodate ThermalIR tel=S+H hmag=4.25 0.05 emi=0.9 - diam=901 -45 +45 pV=0.044 -0.004 +0.004 freeta=1.16 -0.03 +0.03 
#                        RB07 FAMILY=2003EL61 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE==0.2 
120347-Salacia+B        Class-h   1   2 ------ ------  7.982  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
120348-2004TY364        Res-3:2   5   1  4.109  0.045 22.641  2.286  1.059  0.089  0.000  0.601  0.028  0.001  0.520  0.057  0.000 ------ ------ ------  0.450  0.058  0.000  0.030  0.094  0.000
#                      - Lel+13 nodate ThermalIR tel=S+H hmag=4.52 0.07 emi=0.9 - diam=512 -40 +37 pV=0.107 -0.015 +0.02 freeta=1.55 -0.1 +0.15 
120453-1988RE12         JTrojan   1   1 13.169  0.189  6.453  3.884  0.826  0.132  0.000  0.388  0.108  0.000  0.483  0.151  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
121725-Aphidas          Centaur  10   1  8.517  0.123 30.600  5.205  1.060  0.089  0.049  0.648  0.116  0.047  0.679  0.123  0.077 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
#
123509-2000WK183        Class-c   1   2 ------ ------ 29.751  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
123509-2000WK183+B      Class-c   1   2 ------ ------ 26.029  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
124729-2001SB173        JTrojan   1   1 12.582  0.107 10.320  2.774  0.992  0.060  0.000  0.503  0.064  0.000  0.424  0.101  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
127546-2002XU93         Scatter   4   1  8.001  0.053  6.070  1.988  0.731  0.034  0.025  0.410  0.036  0.030  0.443  0.060  0.051 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - SaS+12 nodate ThermalIR tel=S+H hmag=8.11 0.1 emi=0.9 - diam=164 -9 +9 pV=0.038 -0.004 +0.004 freeta=1.12 -0.08 +0.05 
129772-1999HR11         Class-c   1   1 ------ ------ 28.264  4.298  0.920  0.120  0.000  0.530  0.100  0.000  0.800  0.070  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR-IR 
#
130391-2000JG81         Reson.    2   1  7.746  0.059  3.743  4.431 ------ ------ ------  0.370  0.128  0.000  0.430  0.134  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 1:2 
131695-2001XS254        Reson.    1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------  0.420  0.260  0.000 ------ ------ ------
133067-2003FB128        Res-3:2   2   1  7.023  0.297 -3.930  0.000 ------ ------ ------  0.313  0.154  0.015 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
134340-Pluto            Res-3:2   4   6 -0.886  0.400  7.607  0.681  0.867  0.016  0.009  0.515  0.035  0.029  0.400  0.010  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
134340-Pluto+A          Res-3:2   1   6 ------ ------ 21.500  0.000  0.958  0.002  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bui+10 Colour has changed between 2000 and 2003 
#                        Bui+92 ThermalIR Mutual Event: diam=2300. 14 14 pV=0.52 .20 .20 
#
134340-Pluto+B          Res-3:2   2   6 ------ ------  4.278  0.000  0.722  0.012  0.011 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bui+92 ThermalIR Mutual Event: diam=1186. 20 14 pV=0.38 .05 .20 
134340-Pluto+C          Res-3:2   1   6 ------ ------ -2.234  0.000  0.644  0.028  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
134340-Pluto+D          Res-3:2   1   6 ------ ------ 18.074  0.000  0.907  0.031  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
134860-2000OJ67         Class-c   5   2  6.003  0.120 26.378  3.102  1.050  0.060  0.000  0.670  0.050  0.000  0.600  0.070  0.000 ------ ------ ------  0.305  0.162  0.058  0.070  0.139  0.000
#                      - Ful+08 TAXO=RR 
134860-2000OJ67+B       Class-c   1   2 ------ ------ 33.683  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#
135182-2001QT322        Class-c   2   1 ------ ------ 15.584 11.076  0.710  0.060  0.000  0.530  0.120  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=S+H hmag=7.29 0.67 emi=0.9 - diam=159 -47 +30 pV=0.085 -0.052 +0.424 fixeta=1.2 -0.35 +0.35 
136108-Haumea           Class-h  10   2  0.214  0.030 -0.269  1.852  0.633  0.045  0.018  0.353  0.048  0.021  0.330  0.044  0.026  1.051  0.020  0.000 -0.044  0.037  0.000 -0.111  0.048  0.000
#                      - For+13 nodate ThermalIR tel=S+H hmag=0.43 0.11 emi=0.9 - diam=1239.5 -57.8 +68.7 pV=0.804 -0.095 +0.062 freeta=0.95 -0.26 +0.33 Includes SPIRE 
#                        Ful+08 TAXO=BB 
#                        Lac09 SIZE=2000x1600x1000km ROTATION=3.9h DENSITY=2.6 surface feature dark red spot 
#                        MPC nodate 2003 EL61 
#                        PA+09 FAMILY=2003EL61 MODELING=Intimate mixture crystalline water ice+amorphous water ice+minor constituents(upper limit 8RANGE=(0.35-2.5)mu SCATTERING=Hapke SPECTRO=H2O TAXO=BB 
#                        Pei+12 n SPECTRUM=Water ice 
#                        Rab+08 BETA=0.097 0.007 
#                        Rab+08 FAMILY=2003EL61 
#                        Tru+07 FAMILY=2003EL61 MODELING=Areal mixture crystalline water ice+near-infrared blue component(HCN or kaolinite) RANGE=(1.2-2.35)mu SCATTERING=Hapke SPECTRO=H2O TAXO=BB 
136120-2003LG7          Reson.    1   1  8.320  0.050 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 1:3 
136199-Eris             Detachd  68   2 -1.461  0.036  3.870  0.823  0.781  0.032  0.027  0.393  0.047  0.009  0.363  0.061  0.020  0.849  0.108  0.083  0.066  0.076  0.015 -0.290  0.082  0.010
#                      - Ful+08 TAXO=BB 
#                        Lel+13 nodate ThermalIR tel=H hmag=-1.12 0.03 emi=0.9 - diam=2326 -12 +12 pV=0.96 -0.04 +0.04 freeta=0.87 -0.41 +0.26 Size and albedo from occultation (2011Natur.478..493S) 
#                        MPC nodate 2003 UB313 
136204-2003WL7          Centaur   5   1  8.667  0.072  2.187  1.972  0.720  0.067  0.024  0.480  0.039  0.017 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S+H hmag=8.75 0.16 emi=0.9 - diam=105 -7 +6 pV=0.053 -0.01 +0.01 freeta=1.02 -0.05 +0.07 
#
136472-Makemake         Class-h   4   1 -0.322  0.030  5.321  0.874  0.840  0.024  0.011  0.480  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Br+07 MODELING=Intimate mixture methane+ethane+tholin RANGE=(0.3-2.5)mu SCATTERING=Hapke SPECTRO=CH4 
#                        Lel+13 nodate ThermalIR tel=H hmag=0.14 0.05 emi=0.9 - diam=1430 -9 +9 pV=0.77 -0.02 +0.02 freeta=2.29 -0.4 +0.46 Size and albedo from occultation (2012Natur.491..566O) 
#                        MPC nodate 2005 FY9 
#                        RB07 FAMILY=2003EL61 SPECTRUM=Methane ice 
137294-1999RE215        Class-c   3   1  6.418  0.187 30.557  3.448  1.003  0.130  0.083  0.710  0.074  0.014  0.571  0.089  0.067 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
137295-1999RB216        Reson.    1   1  7.675  0.087 14.468  2.704  0.897  0.122  0.000  0.522  0.073  0.000  0.506  0.061  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=IR-BR 
#                        MPC08 Resonant 1:2 
138537-2000OK67         Class-c   6   1  6.085  0.083 20.354  3.262  0.821  0.123  0.080  0.583  0.072  0.040  0.524  0.079  0.040  2.421  0.088  0.000  0.455  0.145  0.009  0.040  0.078  0.000
#                      - Vil+14 nodate ThermalIR tel=S+H hmag=6.47 0.13 emi=0.9 - diam=164 -45 +33 pV=0.169 -0.052 +0.159 fixeta=1.2 -0.35 +0.35 
143707-2003UY117        Reson.    1   1  5.393  0.030 21.706  2.057  0.950  0.030  0.000  0.590  0.020  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 2:5 
#
144897-2004UX10         Res-3:2   9   1  4.201  0.050 20.095  3.313  0.950  0.020  0.000  0.575  0.035  0.003 ------ ------ ------ ------ ------ ------  0.420  0.071  0.000 -0.025  0.095  0.019
#                      - Mom+12 nodate ThermalIR tel=H hmag=4.75 0.16 emi=0.9 - diam=398.1 -39.3 +32.6 pV=0.141 -0.031 +0.044 fixeta=1.2 -0.35 +0.35 
145451-2005RM43         Scatter   6   1  4.255  0.047  1.494  1.389  0.590  0.038  0.000  0.390  0.036  0.008 ------ ------ ------  0.910  0.067  0.000  0.194  0.074  0.005  0.155  0.143  0.115
#                      - Rab+08 BETA=0.179 0.018 
145452-2005RN43         Class-h   7   1  3.485  0.077 17.812  1.860  0.940  0.047  0.006  0.592  0.043  0.010  0.486  0.064  0.010  1.550  0.058  0.000  0.310  0.071  0.000  0.190  0.071  0.000
#                      - Vil+12 nodate ThermalIR tel=H hmag=3.89 0.05 emi=0.9 - diam=679 -73 +55 pV=0.107 -0.018 +0.029 fixeta=1.2 -0.35 +0.35 
145453-2005RR43         Class-h   7   1  3.858  0.045  1.159  2.297  0.790  0.076  0.000  0.389  0.036  0.011 ------ ------ ------  1.020  0.067  0.000 -0.190  0.081  0.000 -0.200  0.166  0.000
#                      - PA+07 FAMILY=2003EL61 MODELING=Intimate mixture crystalline water ice+amorphous water ice+complex organics (such as amorphous carbon or silicates, 5upper limit) RANGE=(0.53-2.4)mu SCATTERING=Shkuratov SPECTRO=H2O 
#                        Rab+08 BETA=0.010 0.016 
#                        Rab+08 FAMILY=2003EL61 
#                        RB07 FAMILY=2003EL61 SPECTRUM=Strong water ice 
145480-2005TB190        Detachd   3   1  4.184  0.069 20.439  3.192  0.980  0.042  0.000  0.562  0.055  0.004  0.578  0.089  0.061 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - SaS+12 nodate ThermalIR tel=H hmag=4.4 0.11 emi=0.9 - diam=464 -62 +62 pV=0.148 -0.036 +0.051 fixeta=1.2 -0.35 +0.35 
#
145486-2005UJ438        Centaur   3   1 11.288  0.116 22.980  1.823  0.946  0.091  0.082  0.641  0.041  0.014  0.510  0.071  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Duf+14 nodate ThermalIR tel=S+H hmag=11.14 0.32 emi=0.9 - diam=16 -2 +1 pV=0.256 -0.076 +0.097 freeta=0.34 -0.08 +0.09 
148209-2000CR105        Detachd   3   1  6.226  0.040 14.424  3.398  0.771  0.082  0.018  0.509  0.048  0.023  0.590  0.090  0.000 ------ ------ ------  0.410  0.297  0.000 ------ ------ ------
148780-Altjira          Class-h   2   2 ------ ------ 29.751  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=RR 
#                        Vil+14 nodate ThermalIR tel=S+H hmag=6.44 0.14 emi=0.9 - diam=331 -187 +51 pV=0.043 -0.0095 +0.1825 freeta=1.62 -0.83 +0.24 Hv from 2012AA...541A..94V 
148780-Altjira+B        Class-h   1   2 ------ ------ 35.732  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
148975-2001XA255        Centaur   2   1 ------ ------ 22.381  2.444  0.810  0.050  0.000  0.680  0.050  0.000  0.440  0.050  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Bau+13 nodate ThermalIR tel=WISE hmag=11.2 0.3 diam=37.7 -10.5 10.5 pV=0.041 -0.014 +0.014 freeta=0.703 -0.186 +0.186 
#
149560-2003QZ91         Scatter   1   1  8.303  0.030 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
150642-2001CZ31         Class-h   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------  0.550  0.099  0.000  0.160  0.099  0.000
#                      - Ful+08 TAXO=BB 
160427-2005RL43         Centaur   1   1 ------ ------ 37.350  5.595  1.120  0.040  0.000  0.730  0.060  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
163135-2002CT22         JTrojan   1   1 ------ ------  1.927  1.789  0.690  0.053  0.000  0.382  0.045  0.000  0.360  0.066  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
163216-2002EN68         JTrojan   1   1 ------ ------  4.392  1.713 ------ ------ ------  0.443  0.042  0.000  0.347  0.062  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#
168700-2000GE147        Res-3:2   1   1  7.993  0.110 16.667  3.950 ------ ------ ------  0.550  0.120  0.000  0.520  0.114  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
168703-2000GP183        Class-c   5   1  5.749  0.060  8.353  2.654  0.669  0.074  0.058  0.445  0.053  0.024  0.463  0.066  0.044 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=BR 
174567-Varda            Class-h   7   2  3.150  0.072 16.911  2.416  0.892  0.047  0.011  0.556  0.040  0.005  0.510  0.098  0.025 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Vil+14 nodate ThermalIR tel=H hmag=3.61 0.05 emi=0.9 - diam=792 -84 +91 pV=0.102 -0.02 +0.024 freeta=0.84 -0.22 +0.28 
175113-2004PF115        Res-3:2   1   1 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Mom+12 nodate ThermalIR tel=H hmag=4.54 0.25 emi=0.9 - diam=468.2 -49.1 +38.6 pV=0.123 -0.033 +0.043 fixeta=1.2 -0.35 +0.35 
181708-1993FW           Class-h   8   1  6.521  0.122 18.979  3.484  1.023  0.069  0.009  0.583  0.070  0.041  0.439  0.104  0.050 ------ ------ ------  0.400  0.250  0.000 ------ ------ ------
#                      - Ful+08 TAXO=IR 
#
181855-1998WT31         Class-h   2   1  7.434  0.071  4.292  3.664  0.774  0.106  0.000  0.453  0.090  0.000  0.326  0.102  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - Ful+08 TAXO=BB 
#                        RB07 FAMILY=2003EL61 
#                        SNO+10 magR FAMILY=2003EL61 LIGHTCURVE=
181867-1999CV118        Reson.    1   1  7.183  0.063 31.744  2.469 ------ ------ ------  0.733  0.067  0.000  0.582  0.062  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 3:7 
181871-1999CO153        Class-c   1   1 ------ ------ 38.554  0.000 ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------
#                      - MPC08 Resonant 4:7 
181874-1999HW11         Detachd   2   1  6.667  0.077 12.561  2.766  0.840  0.042  0.000  0.499  0.073  0.039  0.493  0.083  0.055 ------ ------ ------ ------ ------ ------ ------ ------ ------
